TestClass, runtime
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/naming/SingletonInitialContextTest.java, 0.0053
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/statistic/DetailedStatisticsTest.java, 0.0098
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/statistic/HistogramTest.java, 0.0083
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/statistic/SimpleStatisticsTest.java, 0.0036
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/statistic/StopwatchTest.java, 2.0237
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/text/InflectorTest.java, 0.017800000000000003
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/text/Jsr283EncoderTest.java, 0.0023
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/text/NoOpEncoderTest.java, 0.0012000000000000001
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/text/PositionTest.java, 0.002
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/text/SecureHashTextEncoderTest.java, 0.0142
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/text/TokenStreamBasicTokenizerTest.java, 0.0072
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/text/TokenStreamTest.java, 0.0083
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/text/UrlEncoderTest.java, 0.0031999999999999997
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/text/XmlNameEncoderTest.java, 0.004
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/text/XmlValueEncoderTest.java, 0.004399999999999999
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/util/ArgCheckTest.java, 0.0125
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/util/Base64Test.java, 0.0099
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/util/ClassUtilTest.java, 0.0018
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/util/DelegatingClassLoaderTest.java, 0.002
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/util/HashCodeTest.java, 0.0017000000000000001
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/util/IoUtilTest.java, 0.0141
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/util/ReflectionTest.java, 0.016200000000000003
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/util/SecureHashTest.java, 0.0345
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/util/StringURLClassLoaderTest.java, 0.0028000000000000004
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/util/StringUtilTest.java, 0.009899999999999999
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/util/TimeBasedKeysTest.java, 1.1455
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-common/src/test/java/org/modeshape/common/xml/XmlCharactersTest.java, 0.057
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-schematic/src/test/java/org/modeshape/schematic/internal/document/BasicArrayTest.java, 0.19110000000000002
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-schematic/src/test/java/org/modeshape/schematic/internal/document/BasicDocumentTest.java, 0.0081
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-schematic/src/test/java/org/modeshape/schematic/internal/document/BsonReadingAndWritingTest.java, 0.36429999999999996
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-schematic/src/test/java/org/modeshape/schematic/internal/document/CompactJsonWriterTest.java, 0.011899999999999999
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-schematic/src/test/java/org/modeshape/schematic/internal/document/DocumentEditorTest.java, 0.004200000000000001
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-schematic/src/test/java/org/modeshape/schematic/internal/document/JsonPerformanceTest.java, 0.0037
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-schematic/src/test/java/org/modeshape/schematic/internal/document/JsonReaderParserTest.java, 0.0107
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-schematic/src/test/java/org/modeshape/schematic/internal/document/JsonReaderTest.java, 0.0583
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-schematic/src/test/java/org/modeshape/schematic/internal/document/JsonWriterTest.java, 0.0035
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-schematic/src/test/java/org/modeshape/schematic/internal/document/PrettyJsonWriterTest.java, 0.006
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-schematic/src/test/java/org/modeshape/schematic/internal/io/BsonDataOutputTest.java, 0.0022
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-schematic/src/test/java/org/modeshape/schematic/internal/schema/DocumentTransformerTest.java, 0.017
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-schematic/src/test/java/org/modeshape/schematic/internal/schema/SchemaValidationTest.java, 0.022600000000000002
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-schematic/src/test/java/org/modeshape/schematic/internal/schema/SystemPropertyFactoryTest.java, 0.0206
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/persistence/modeshape-persistence-relational/src/test/java/org/modeshape/persistence/relational/RelationalProviderI18nTest.java, 0.20689999999999997
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/persistence/modeshape-persistence-relational/src/test/java/org/modeshape/persistence/relational/RelationalProviderTest.java, 0.2589
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/persistence/modeshape-persistence-file/src/test/java/org/modeshape/persistence/file/FileDbDiskTest.java, 2.3572
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/persistence/modeshape-persistence-file/src/test/java/org/modeshape/persistence/file/FileDbMemTest.java, 0.1809
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/persistence/modeshape-persistence-file/src/test/java/org/modeshape/persistence/file/FileDbProviderTest.java, 0.039099999999999996
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/connector/PreconfiguredProjectionsTest.java, 1.2989
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/connector/filesystem/InclusionExclusionFilenameFilterTest.java, 0.0048000000000000004
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/connector/mock/MockConnectorTest.java, 2.0919999999999996
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/AuthenticationAndAuthorizationTest.java, 4.6577
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/BackupDocumentWriterAndReaderTest.java, 0.0099
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/ClusteredRepositoryTest.java, 83.2865
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/CndImporterTest.java, 0.024900000000000002
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/CndTokenizerTest.java, 0.0051
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/ConcurrentNodeLoadTest.java, 0.0032
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/ConcurrentWriteTest.java, 3.0721000000000003
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/ConnectorsTest.java, 0.0356
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/ExecutionContextTest.java, 0.09620000000000001
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/GraphI18nTest.java, 0.0015
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/JcrChildNodeIteratorTest.java, 0.0427
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/JcrEmptyNodeIteratorTest.java, 0.0015
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/JcrEmptyPropertyIteratorTest.java, 0.0014000000000000002
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/JcrI18nTest.java, 0.0018
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/JcrInitialContentTest.java, 0.186
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/JcrLockManagerTest.java, 4.1777
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/JcrNamespaceRegistryTest.java, 0.12589999999999998
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/JcrNodeTest.java, 0.08650000000000001
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/JcrPropertyIteratorTest.java, 0.0121
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/JcrPropertyTest.java, 0.0766
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/JcrQueryManagerTest.java, 3.8402
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/JcrReadingTest.java, 0.6815
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/JcrRepositoriesContainerTest.java, 0.3377
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/JcrRepositoryFactoryTest.java, 0.1292
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/JcrRepositoryStartupTest.java, 3.7701
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/JcrRepositoryTest.java, 5.3439000000000005
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/JcrRootNodeTest.java, 0.017
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/JcrToolsTest.java, 0.4349
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/JcrValueTest.java, 0.009999999999999998
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/JndiRepositoryFactoryTest.java, 0.2127
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/ModeShapeEngineTest.java, 0.16049999999999998
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/RepositoryBackupTest.java, 4.1019
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/RepositoryConfigurationTest.java, 0.0276
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/RepositoryI18nTest.java, 0.0028
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/SequencingTest.java, 0.4844
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/ShareableNodesTest.java, 0.5193000000000001
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/SrampIntegrationTest.java, 0.0898
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/SystemContentTest.java, 0.1071
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/TypeRegistrationTest.java, 0.8242999999999999
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/UpgradesTest.java, 0.001
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/bus/BusI18nTest.java, 0.0014
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/bus/ClusteredChangeBusTest.java, 10.315999999999999
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/bus/RepositoryChangeBusTest.java, 0.1601
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/cache/document/NodeCacheIteratorTest.java, 0.07239999999999999
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/clustering/ClusteringI18nTest.java, 0.0009
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/clustering/ClusteringServiceTest.java, 14.278
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/index/local/LocalDuplicateIndexTest.java, 0.0172
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/index/local/LocalUniqueIndexTest.java, 0.020800000000000003
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/journal/ClusteredJournalTest.java, 13.6084
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/journal/LocalJournalTest.java, 1.0977000000000001
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/locking/JGroupsLockingServiceTest.java, 12.750399999999999
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/locking/StandaloneLockingServiceTest.java, 0.0397
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/mimetype/DefaultMimeTypeDetectorTest.java, 0.0373
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/mimetype/MimeTypeDetectorsTest.java, 0.0024000000000000002
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/mimetype/tika/ContentDetectorTest.java, 0.11359999999999999
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/mimetype/tika/NameOnlyDetectorTest.java, 0.0052
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/BufferManagerTest.java, 0.0235
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/QueryBuilderTest.java, 0.0204
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/XPathQueryResultTest.java, 0.012700000000000001
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/engine/process/HashJoinSequenceTest.java, 0.08499999999999999
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/engine/process/SortingSequenceTest.java, 0.040100000000000004
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/index/QueryEngineTest.java, 0.0577
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/model/QueryTest.java, 0.006700000000000001
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/model/SetQueryTest.java, 0.0057
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/optimize/AddAccessNodesTest.java, 0.0281
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/optimize/AddJoinConditionColumnsToSourcesTest.java, 0.003
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/optimize/ChooseJoinAlgorithmTest.java, 0.002
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/optimize/PushSelectCriteriaTest.java, 0.0015999999999999999
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/optimize/ReplaceViewsTest.java, 0.0026
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/optimize/RewriteAsRangeCriteriaTest.java, 0.0036000000000000003
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/optimize/RightOuterToLeftOuterJoinsTest.java, 0.0053
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/optimize/RuleBasedOptimizerTest.java, 0.0329
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/parse/FullTextSearchParserTest.java, 0.0055
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/parse/JcrSql2QueryParserTest.java, 0.0227
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/parse/JcrSqlQueryParserTest.java, 0.008
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/parse/QueryParsersTest.java, 0.0070999999999999995
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/parse/SqlQueryParserTest.java, 0.0385
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/parse/SqlTokenizerTest.java, 0.0038
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/plan/CanonicalPlannerTest.java, 0.0092
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/plan/PlanHintsTest.java, 0.0019
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/plan/PlanNodeTest.java, 0.004
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/validate/ImmutableSchemataBuilderTest.java, 0.0054
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/xpath/XPathParserTest.java, 0.0167
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/query/xpath/XPathToQueryTranslatorTest.java, 0.0216
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/security/acl/AccessControlPolicyIteratorImplTest.java, 0.0031999999999999997
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/sequencer/ManualSequencingTest.java, 0.032600000000000004
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/sequencer/SequencerPathExpressionTest.java, 0.0097
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/txn/DefaultTransactionManagerLookupTest.java, 0.0022
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/txn/LocalTransactionManagerTest.java, 0.0063
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/value/PropertyTypeTest.java, 0.0038
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/value/basic/AbstractValueFactoryTest.java, 0.0016
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/value/basic/BasicNameTest.java, 0.0036
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/value/basic/BasicNamespaceTest.java, 0.0032
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/value/basic/BasicPathOldTest.java, 0.0304
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/value/basic/BasicPathSegmentTest.java, 0.0040999999999999995
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/value/basic/BasicPathTest.java, 0.0276
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/value/basic/BooleanValueFactoryTest.java, 0.0093
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/value/basic/ChildPathTest.java, 0.0123
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/value/basic/DecimalValueFactoryTest.java, 0.0035
../projects/modeshape-d43535a6c2d6e0be37f36a17303ec417979bde06/modeshape-jcr/src/test/java/org/modeshape/jcr/value/basic/DoubleValueFactoryTest.java, 0.0033000000000000004
